_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
508,Roads and bridges,Transportation,Ontario,"CNR overhead, Sarnia",Planning,To Be Determined,Bridge replacement,,Ontario,TBD,,,40,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.94228407,-82.34572108
509,Roads and bridges,Transportation,Ontario,"2.1 km west of Rest Acres Rd. to Garden Ave., Brantford",Planning,2025-2026,"Intersection improvements, Guide rail improvements, Road works, Drainage improvements",,Ontario,TBD,,,403,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.16713165,-80.2286086
510,Roads and bridges,Transportation,Ontario,"Forest north limit to 0.5 km south of Lambton Rd. 7 (Lakeshore Rd.), Lambton Shores",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,21,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.11255088,-81.98536795
511,Roads and bridges,Transportation,Ontario,"Bruce Rd. 4 to Walkerton, County of Bruce",Under construction,2025-2026,"Resurfacing, Bridge replacement, Intersection improvements",,Ontario,TBD,,,9,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.1062991,-81.14630116
512,Roads and bridges,Transportation,Ontario,"Mildmay to Clifford, Bruce and Huron County",Planning,2025-2026,"Reconstruction, Culvert replacement, Culvert rehabilitation",,Ontario,TBD,,,9,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.97469379,-80.98902125
513,Roads and bridges,Transportation,Ontario,"Bleams Rd. (Waterloo Reginal Rd. 4) to Fisher Hallman Rd., Waterloo Region",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.41585838,-80.52326098
514,Roads and bridges,Transportation,Ontario,"Culvert 474, County of Wellington",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.52800857,-80.32862187
515,Roads and bridges,Transportation,Ontario,"Petrolia Line to Churchill Rd., Lambton",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,40,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.88781992,-82.41389504
516,Roads and bridges,Transportation,Ontario,"Essex Rd. 42 (Tilbury) to Concession Rd. 8, Essex",Complete,2023,"Road works, Bridge rehabilitation",,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.26749116,-82.44820783
517,Roads and bridges,Transportation,Ontario,"Trussler Rd. overpass, Regional Municipality of Waterloo",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.409286,-80.5483498
518,Roads and bridges,Transportation,Ontario,"Newry to Listowel, County of Perth",Planning,2025-2026,"Resurfacing, Bridge rehabilitation",,Ontario,TBD,,,23,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.64837533,-81.03420888
519,Roads and bridges,Transportation,Ontario,"Gracey Side Rd. underpass, Lakeshore",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.258106,-82.506622
520,Roads and bridges,Transportation,Ontario,"Kerwood Rd. to 3.2 km east of Nauvoo Rd., Lambton and Middlesex County",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,402,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.9925013,-81.7436724
521,Roads and bridges,Transportation,Ontario,"Grey Rd. 21 (Osler Bluff Rd.), County of Grey",Planning,2025-2026,Intersection improvements,,Ontario,TBD,,,26,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.52262398,-80.29134759
522,Roads and bridges,Transportation,Ontario,"3.2 km east of Nauvoo Rd. to 1.7 km east of Hwy 21, County of Lambton",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,402,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.99232686,-81.8403767
523,Roads and bridges,Transportation,Ontario,"Middlesex Rd. 30 (Putnam Rd.) overpass to Hwy 19, Ingersoll",Under construction,2025,"Bridge rehabilitation, Resurfacing",,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.0275094,-80.8540971
524,Roads and bridges,Transportation,Ontario,"Lancaster St. to Regional Rd. 15, Regional Municipality of Waterloo",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,85,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.49328778,-80.5286172
525,Roads and bridges,Transportation,Ontario,"Waterloo Reg. Rd. 51 (Foundry St.) overpasses, Regional Municipality of Waterloo",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.3934518,-80.6557569
526,Roads and bridges,Transportation,Ontario,"Township Rd. 16 (Sandhills Rd.) underpass, Regional Municipality of Waterloo",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.3961778,-80.6390235
527,Roads and bridges,Transportation,Ontario,"Waterloo Reg. Rd. 12 (Queen St.) underpass, Regional Municipality of Waterloo",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.40583386,-80.59676147
528,Roads and bridges,Transportation,Ontario,"Powerline Rd. to Glen Morris Rd., County of Brant",Complete,2023,"Resurfacing, Reconstruction",,Ontario,TBD,,,24,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.2051722,-80.2797719
529,Roads and bridges,Transportation,Ontario,"Former CNR overhead (east of Murphy Rd.), Sarnia",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,402,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.9876061,-82.35848682
530,Roads and bridges,Transportation,Ontario,"Wellington St. to Hwy 40 north limits, Sarnia",Planning,2025-2026,"Bridge rehabilitation, Resurfacing, Culvert rehabilitation",,Ontario,TBD,,,"40, 402",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.99079973,-82.33442482
531,Roads and bridges,Transportation,Ontario,"Middlesex Rd. 2 (Longwoods Rd.) to Colonel Talbot Rd., Middlesex County",Complete,2024,Resurfacing,,Ontario,TBD,,,402,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.89240407,-81.29244777
532,Roads and bridges,Transportation,Ontario,"Colonel Talbot Rd. to Hwy 401, London",Complete,2023,"Resurfacing, Culvert replacement",,Ontario,TBD,,,402,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.9065907,-81.23169548
533,Roads and bridges,Transportation,Ontario,"Guelph north limits to Wellington Rd. 7, Guelph",Complete,2023,Resurfacing,,Ontario,TBD,,,6,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.56592838,-80.27795014
534,Roads and bridges,Transportation,Ontario,"Wellington Rd. 22, Centre Wellington",Planning,2025-2026,Intersection improvements,,Ontario,TBD,,,6,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.63917987,-80.3174617
535,Roads and bridges,Transportation,Ontario,"Nichol 2nd Line, Centre Wellington",Planning,2025-2026,Intersection improvements,,Ontario,TBD,,,6,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.68455292,-80.35082197
536,Roads and bridges,Transportation,Ontario,"Courtland Ave. to Victoria St., Kitchener",Planning,To Be Determined,Resurfacing,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.46199467,-80.47124804
537,Roads and bridges,Transportation,Ontario,"Chatham-Kent Rd. 27 (Bloomfield Rd.) underpass, Chatham",Planning,To Be Determined,"Bridge replacement, Interchange improvements",,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.350967,-82.184128
538,Roads and bridges,Transportation,Ontario,"Hwy 59 to 1.0 km east of Oxford Hwy 2, Woodstock",Planning,To Be Determined,Resurfacing,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.14082078,-80.68259792
539,Roads and bridges,Transportation,Ontario,"Dunnville east limits to Wainfleet-Dunnville Townline,  Haldimand County",Complete,2023,Resurfacing,,Ontario,TBD,,,3,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.94495139,-79.49521596
540,Roads and bridges,Transportation,Ontario,"Haldimand Rd. 56 to Dunnville west limits, and Dunnville east limit to Wainfleet-Dunnville Townline, Haldimand County",Planning,2024,"Resurfacing, Culvert rehabilitation, Drainage improvements",,Ontario,TBD,,,3,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.9081247,-79.6362665
541,Roads and bridges,Transportation,Ontario,"Foldens Line (Oxford Rd. 6) underpass,  Dodge Line underpass, Garden Ave. underpass, Johnson Rd. underpass, Oxford County, County of Brant",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,"401, 403",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.167517,-80.213239
542,Roads and bridges,Transportation,Ontario,"Bruce Rd. 10 to Springmount, County of Grey",Complete,2023,Resurfacing,,Ontario,TBD,,,21,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.53999303,-81.12276722
543,Roads and bridges,Transportation,Ontario,"Roseville Rd. underpass, Regional Municipality of Waterloo",Planning,2025-2026,"Culvert rehabilitation, Bridge replacement, Culvert replacement",,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.35137543,-80.41682054
544,Roads and bridges,Transportation,Ontario,"Grey Rd. 2, Grey Rd. 113/10th Line, and Culvert 473, Thornbury",Planning,2025-2026,Intersection improvements,,Ontario,TBD,,,26,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.54916011,-80.42809859
545,Roads and bridges,Transportation,Ontario,"Russell St. and Kincardine Ave., Kincardine",Planning,2024,Intersection improvements,,Ontario,TBD,,,21,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.16668084,-81.62121138
546,Roads and bridges,Transportation,Ontario,"Colonel Talbot (Hwy 4) to Hwy 402, London",Complete,2023,Resurfacing,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,42.90415627,-81.23416395
547,Roads and bridges,Transportation,Ontario,"Argyle St. Grand River Bridge, Caledonia",Planning,To Be Determined,Bridge replacement,,Ontario,TBD,,,"6, To be assigned",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.072165,-79.952587
548,Roads and bridges,Transportation,Ontario,"Glengarry County Rd. to Paxton Creek, Township of North Glengarry",Complete,2024,"Bridge rehabilitation, Culvert replacement",,Ontario,TBD,,,417,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.39107143,-74.78322626
549,Roads and bridges,Transportation,Ontario,"Kaladar to Machesney Lake Rd., County of Lennox and Addington, County of Frontenac",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,41,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.6478119,-77.1214075
550,Roads and bridges,Transportation,Ontario,"Stewart Blvd. underpass, North Augusta Rd., underpass, Brockville",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.59946288,-75.70127199
551,Roads and bridges,Transportation,Ontario,"East of Belleville CNR to Wyman Rd. eastbound, County of Hastings",Under construction,2024,"Paved shoulders, Reconstruction",,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.2376902,-77.1138867
552,Roads and bridges,Transportation,Ontario,"Apsley to Bancroft, County of Peterborough",Planning,To Be Determined,"Culvert replacement, Culvert rehabilitation",,Ontario,TBD,,,28,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.7629052,-78.0913189
553,Roads and bridges,Transportation,Ontario,"Lily Creek, McArthurs Mills, Hastings County",Planning,2024,Culvert rehabilitation,,Ontario,TBD,,,28,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.1435778,-77.54949367
554,Roads and bridges,Transportation,Ontario,"Rolphton to 7 km west of Brent Rd., Renfrew",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.1146705,-77.534021
555,Roads and bridges,Transportation,Ontario,"Fallowfield Rd., Ottawa",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,416,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.27088444,-75.79588028
556,Roads and bridges,Transportation,Ontario,"Moira River Keller Bridge, Hastings County",Complete,2023,Bridge rehabilitation,,Ontario,TBD,,,62,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.61922605,-77.53588712
557,Roads and bridges,Transportation,Ontario,"Tapley Larmer, Peterborough",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,115,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.15367587,-78.4946139
558,Roads and bridges,Transportation,Ontario,"McKenna Casey/CNR (Strandherd) and Jock River, Ottawa",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,416,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.25418492,-75.78431259
559,Roads and bridges,Transportation,Ontario,"Perth Rd., County of Lanark",Planning,To Be Determined,Intersection improvements,,Ontario,TBD,,,15,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.0380576,-76.058427
560,Roads and bridges,Transportation,Ontario,"CNR Bridge at Hwy 15, Kingston",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,15,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.29672304,-76.42441959
561,Roads and bridges,Transportation,Ontario,"Commercial vehicle inspection facility, Port Hope",Planning,To Be Determined,Commercial vehicle inspection facility,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.944539,-78.432358
562,Roads and bridges,Transportation,Ontario,"Shoreline protection, Glenora, Kingston",Planning,2025-2026,Erosion control,,Ontario,TBD,,,33,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.2382625,-76.5421492
563,Roads and bridges,Transportation,Ontario,"Monaghan Pkwy to Fowlers Corners, County of Peterborough",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.2544351,-78.406185
564,Roads and bridges,Transportation,Ontario,"Patrol yard on Glenarm Rd., Kawartha Lakes",Planning,2025-2026,New facility,,Ontario,TBD,,,35,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.52377,-78.784722
565,Roads and bridges,Transportation,Ontario,"Gardiners Rd. to Hwy 15, Kingston",Complete,2023,Safety improvements,,Ontario,TBD,,,"2, 401",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.2826162,-76.7159927
566,Roads and bridges,Transportation,Ontario,"Hwy 7 and Hwy 35, Haliburton-Kawartha Lakes-Brock",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,"35, 7",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.3341829,-78.7051741
567,Roads and bridges,Transportation,Ontario,"Hwy 137 Interchange, United Counties of Leeds and Grenville",Planning,2025-2026,Safety improvements,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.39350037,-75.95582554
568,Roads and bridges,Transportation,Ontario,"Hwy 401, 416, 417, 7 and 17, United Counties of Stormont, Dundas and Glengarry",Planning,2025-2026,Signage,,Ontario,TBD,,,"17, 401, 416, 417, 7",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.4678334,-74.68004761
569,Roads and bridges,Transportation,Ontario,"Ridge Rd. and Moira Rd., Hastings County",Under construction,2024,Intersection improvements,,Ontario,TBD,,,62,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.340629,-77.4791065
570,Roads and bridges,Transportation,Ontario,"Westbound east of Belleville CNR to Wyman's Rd., County of Hastings",Planning,2025-2026,"Paved shoulders, Reconstruction",,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.2376902,-77.1138867
571,Roads and bridges,Transportation,Ontario,"Lindsay, Hwy 7  to Hwy 35, Kawartha Lakes",Under construction,2024,"Two to four-lane widening, Culvert rehabilitation",,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.33149994,-78.71466593
572,Roads and bridges,Transportation,Ontario,"County Rd. 2 to Maitland Rd., Brockville",Under construction,2024,Resurfacing,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.64601074,-75.63583578
573,Roads and bridges,Transportation,Ontario,"Scheel Dr. to 3 km west of Bruce St., Renfrew",Planning,To Be Determined,"Two to four-lane widening, New interchange, New bridge, Bridge replacement, Bridge widening",,Ontario,TBD,,,"17, 417",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.42506823,-76.31887321
574,Roads and bridges,Transportation,Ontario,"County Rd. 28 to County Rd. 2, County of Northumberland",Planning,To Be Determined,Bridge replacement,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,43.96930823,-78.29577444
575,Roads and bridges,Transportation,Ontario,"Howe Island Ferry Service, Kingston and County of Frontenac, Howe Island",Planning,2025-2026,Dock improvements,,Ontario,TBD,,,Not applicable,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.27729406,-76.32706853
576,Roads and bridges,Transportation,Ontario,"Aviation Bridge and Walkley Rd, Ottawa",Under construction,2024,"Bridge rehabilitation, Culvert rehabilitation, Culvert replacement",,Ontario,TBD,,,417,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.41413047,-75.6098809
577,Roads and bridges,Transportation,Ontario,"Hallecks Rd.,  Lyn Rd., United Counties of Leeds and Grenville",Complete,2023,Bridge replacement,,Ontario,TBD,,,401,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.55396008,-75.7604878
578,Roads and bridges,Transportation,Ontario,"Black River and Skootamata River, Actinolite, Hastings County",Planning,To Be Determined,Bridge replacement,,Ontario,TBD,,,7,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.54922448,-77.32834478
