_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
461,Education,Education,Ottawa,École élémentaire catholique Notre-Place,Complete,September 2016,New school built,New facility to accommodate 412 students in a growing community,Ottawa,East,665 DES AUBEPINES DR,K4A0Z3,,"$9,061,603",,Yes,Yes,Yes,,45.44741,-75.4844
462,Education,Education,Ottawa,École secondaire catholique Pierre-Savard,Complete,September 2016,Expansion of existing school,New classroom addition of 254 pupil places for a growing school,Ottawa,East,1110 LONGFIELDS DR,K2J0H9,,"$6,887,871",,Yes,,,,45.27313,-75.73751
463,Education,Education,Ottawa,Earl of March Public Secondary School,Complete,September 2015,Expansion of existing school,New classroom addition of 552 pupil places for a growing school,Ottawa,East,FRNT-4 PARKWAY (THE),K2K1Y4,,"$11,989,718",,Yes,,Yes,,45.32286,-75.89463
464,Education,Education,Ottawa,Longfields-Davidson Heights Public Secondary School,Complete,September 2015,Expansion of existing school,New classroom addition of 704 pupil places for a growing school,Ottawa,East,149 BERRIGAN DR,K2J5C6,,"$14,048,785",,Yes,,Yes,,45.27908,-75.74105
465,Education,Education,Ottawa,Mutchmor Public Elementary School,Complete,September 2015,Expansion of existing school,New classroom addition of 242 pupil places for a growing school,Ottawa,East,185 FIFTH AVE,K1S2N1,,"$4,628,179",,Yes,,Yes,,45.4008,-75.69064
466,Education,Education,Ottawa,South March Public Elementary School,Complete,September 2015,Expansion of existing school,New classroom addition of 285 pupil places for a growing school,Ottawa,East,1032 KLONDIKE RD,K2K0H9,,"$4,658,437",,Yes,,,,45.35731,-75.92801
467,Education,Education,Ottawa,Broadview Avenue Public Elementary School,Complete,September 2016,Demolition,Full/Partial demolition of the existing facility,Ottawa,East,590 BROADVIEW AVE,K2A2L8,,"$2,607,505",,Yes,,,,45.382916,-75.758249
468,Education,Education,Ottawa,Agincourt Road Public Elementary School,Complete,March 2019,Expansion of existing school,New classroom addition of 230 pupil places to accommodate students as a result of a consolidation,Ottawa,East,1250 AGINCOURT RD,K2C2J2,,"$4,697,957",,Yes,,Yes,,45.36051,-75.75196
469,Education,Education,Ottawa,Bell Public Secondary School,Complete,January 2019,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,40 CASSIDY RD,K2H6K1,,"$3,409,878",,Yes,,Yes,,45.32647,-75.80886
470,Education,Education,Ottawa,Briargreen Public Elementary School,Complete,September 2018,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,19 PARKFIELD CRES,K2G0R9,,"$800,000",,Yes,,,,45.33755,-75.77712
471,Education,Education,Ottawa,Gloucester Public Secondary School,Complete,September 2018,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,2060 OGILVIE RD,K1J7N8,,"$2,700,000",,Yes,,,,45.43868,-75.5993
472,Education,Education,Ottawa,Merivale Public Secondary School,Complete,March 2019,Expansion of existing school,Expansion to accommodate school population,Ottawa,East,1755 MERIVALE RD,K2G1E2,,"$3,094,878",,Yes,,Yes,,45.34309,-75.72791
473,Education,Education,Ottawa,Pinecrest Public Elementary School,Complete,September 2018,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,1281 MCWATTERS RD,K2C3E7,,"$500,000",,Yes,,,,45.34393,-75.78501
474,Education,Education,Ottawa,Sir Robert Borden Public Secondary School,Complete,March 2019,Expansion of existing school,Expansion to accommodate school population,Ottawa,East,131 GREENBANK RD,K2H8R1,,"$2,249,878",,Yes,,Yes,,45.3335946,-75.7816492
475,Education,Education,Ottawa,Woodroffe Public Elementary School,Complete,September 2018,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,235 WOODROFFE AVE,K2A3V3,,"$850,000",,Yes,,,,45.37425,-75.77242
476,Education,Education,Ottawa,St. Dominic Catholic Elementary School,Complete,September 2015,New school built,New facility to accommodate 507 students in a growing community,Ottawa,East,2300 ESPRIT DR,K4A0T5,,"$9,908,482",,Yes,,,,45.45155,-75.47045
477,Education,Education,Ottawa,École secondaire publique Louis-Riel,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,1655 BEARBROOK RD,K1B4N3,,0,,,,Yes,,45.4411,-75.5716
478,Education,Education,Ottawa,École élémentaire publique Marie-Curie,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,837 QUINLAN RD,K1G1R8,,0,,,,Yes,,45.39871,-75.63041
479,Education,Education,Ottawa,École élémentaire et secondaire publique Maurice-Lapointe,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,17 BRIDGESTONE DR,K2M 0E9,,"$881,604",,Yes,,Yes,,45.27875,-75.85871
480,Education,Education,Ottawa,École élémentaire catholique des Pins,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,1487 RIDGEBROOK DR,K1B4K6,,"$209,412",,Yes,,Yes,,45.42192,-75.60526
481,Education,Education,Ottawa,École élémentaire catholique Édouard-Bond,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,920 PARKHAVEN AVE,K2B5K3,,"$530,771",,Yes,,Yes,,45.36326,-75.77674
482,Education,Education,Ottawa,École secondaire catholique Franco-Cité,Complete,September 2015,Expansion of existing school,New classroom addition of 210 pupil places for a growing school,Ottawa,East,623 SMYTH RD,K1G1N7,,"$2,300,000",,Yes,,Yes,,45.40036,-75.64163
483,Education,Education,Ottawa,École élémentaire catholique Lamoureux,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,2540 KALADAR AVE,K1V8C5,,"$900,828",,Yes,,Yes,,45.37266,-75.67127
484,Education,Education,Ottawa,École élémentaire catholique Laurier-Carrière,Complete,September 2015,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Ottawa,East,14 FOUR SEASONS DR,K2E7P8,,"$2,397,575",,Yes,,Yes,,45.35244,-75.71247
485,Education,Education,Ottawa,École élémentaire catholique Montfort,Complete,September 2015,Expansion of existing school,New classroom addition of 46 pupil places for a growing school,Ottawa,East,350 DEN HAAG DR,K1K0W9,,"$211,040",,Yes,,Yes,,45.4416262,-75.6335512
486,Education,Education,Ottawa,École secondaire catholique Paul-Desmarais,Complete,September 2015,New school built,New facility to accommodate 739 students in a growing community,Ottawa,East,5315 ABBOTT ST E,K2S0X3,,"$20,852,310",,Yes,,Yes,,45.274734,-75.89693518
487,Education,Education,Ottawa,École élémentaire catholique Reine-des-Bois,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,1450 DUFORD DR,K1E1E6,,"$333,756",,Yes,,Yes,,45.47197,-75.50958
488,Education,Education,Ottawa,École élémentaire catholique Roger-Saint-Denis,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,186 BARROW CRES,K2L2C7,,"$2,414",,Yes,,Yes,,45.31128,-75.88231
489,Education,Education,Ottawa,École élémentaire catholique Sainte-Anne,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,235 BEAUSOLEIL DR,K1N0C1,,"$6,218,864",,Yes,,Yes,,45.43258,-75.68202
490,Education,Education,Ottawa,École élémentaire catholique Sainte-Kateri,Complete,September 2015,New school built,New facility to accommodate 400 students in a growing community,Ottawa,East,2450 RIVER MIST RD,K2J5W5,,"$8,068,914",,Yes,,Yes,,45.24543533,-75.736154
491,Education,Education,Ottawa,École élémentaire catholique Saint-Guillaume,Complete,September 2015,Expansion of existing school,New classroom addition of 32 pupil places for a growing school,Ottawa,East,5750 BUCKLAND RD SS 901,K0A3H0,,"$542,574",,Yes,,Yes,,45.35568,-75.3537
492,Education,Education,Ottawa,École élémentaire catholique Saint-Joseph-d'Orléans,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Ottawa,East,6664 CARRIÈRE ST,K1C1J4,,"$239,993",,Yes,,Yes,,45.46574,-75.52141
493,Education,Education,Ottawa,Stittsville Public Secondary School,Under construction,September 2024,Construction of new school,New facility to accommodate 1353 students in a growing community,Ottawa,East,700 COPE DR,K2S2P8,,"$41,591,283",,Yes,,Yes,,45.267703,-75.890482
494,Education,Education,Ottawa,Elmdale Public Elementary School,Complete,January 2020,Expansion of existing school,New classroom addition of 170 pupil places for a growing school,Ottawa,East,49 IONA ST,K1Y3L9,,"$4,726,116",,Yes,,,,45.39424,-75.73596
495,Education,Education,Ottawa,St. Joseph Catholic Secondary School,Complete,April 2021,Expansion of existing school,New classroom addition of 650 pupil places for a growing school,Ottawa,East,3333 GREENBANK RD,K2J4J1,,"$14,160,837",,Yes,,,,45.26251436,-75.74061621
496,Education,Education,Ottawa,École élémentaire catholique Jonathan-Pitre,Complete,September 2020,New school built,"New facility to accommodate 412 students in a growing community, including the construction of 49 child care spaces",Ottawa,East,925 RALPH HENNESSY AVE,K1X0C3,,"$10,643,534",,Yes,,Yes,,45.27156,-75.67989
497,Education,Education,Ottawa,Fernbank Public Elementary School,Complete,January 2023,Construction of new school,"New facility to accommodate 628 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,480 COPE DR,K2S1B6,,"$19,564,558",,Yes,,Yes,,45.27251598,-75.88071174
498,Education,Education,Ottawa,Half Moon Bay 2 Public Elementary School,Complete,January 2024,Construction of new school,"New facility to accommodate 674 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,2535 RIVER MIST RD,K2J6E6,,"$22,029,410",,Yes,,Yes,,45.239478,-75.734469
499,Education,Education,Ottawa,St. James Catholic Elementary School,Complete,September 2022,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Ottawa,East,50 STONEHAVEN DR,K2M2K6,,"$2,923,358",,Yes,,Yes,,45.29147632,-75.86097684
500,Education,Education,Ottawa,école élémentaire publique Kanata Sud,Under construction,September 2025,Construction of new school,"New facility to accommodate 475 students in a growing community, including the construction of 49 child care spaces",Ottawa,East,5609 FERNBANK RD,K2S1B6,,"$20,406,284",,Yes,Yes,Yes,,45.27334978,-75.87116519
501,Education,Education,Ottawa,Riverside South Public Secondary School,Under construction,September 2025,Construction of new school,"New facility to accommodate 1516 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,702 EARL ARMSTRONG RD,K1H1H7,,"$60,664,972",,Yes,,Yes,,45.27146119,-75.68675433
502,Education,Education,Ottawa,Fernbank Catholic Elementary School,Complete,September 2023,Construction of new school,"New facility to accommodate 507 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,5505 FERNBANK RD,K2S1B6,,"$17,616,763",,Yes,,Yes,,45.283372,-75.911992
503,Education,Education,Ottawa,Barrhaven South Catholic Elementary School,Complete,January 2024,Construction of new school,"New facility to accommodate 507 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,3387 BORRISOKANE RD,K2J6K5,,"$17,432,809",,Yes,,Yes,,45.25865872,-75.76745556
504,Education,Education,Ottawa,École élémentaire publique Barrhaven Sud,Under construction,September 2025,Construction of new school,"New facility to accommodate 475 students in a growing community, including the construction of 49 child care spaces",Ottawa,East,KILBIRNIE DR / ALEX POLOWIN AVE,,,"$21,327,094",,Yes,Yes,Yes,,45.239663,-75.736286
505,Education,Education,Ottawa,école élémentaire publique Mamawi,Complete,May 2021,Renovation of existing school,New facility to accommodate 256 students in a growing community,Ottawa,East,20 HARRISON ST,K2H7H5,,"$1,455,353",,Yes,,,,45.33681,-75.78806
506,Education,Education,Ottawa,École élémentaire catholique Au Cœur d'Ottawa,Planning,September 2025,Renovation of existing school,Renovation to accommodate 351 underserved French-language students and accommodate 39 child care spaces,Ottawa,East,205 SCHOLASTIC DR,K1S5H3,,"$5,750,869",,Yes,,,,45.409458,-75.673915
507,Education,Education,Ottawa,École élémentaire catholique Avalon III,Planning,September 2026,Construction of new school,"New facility to accommodate 412 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,WALL RD,TBD,,"$10,550,799",,Yes,,,,,
508,Education,Education,Ottawa,Findlay Creek Catholic Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 507 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,KELLY FARM DR / FINDLAY CREEK DR,,,"$19,714,768",,Yes,,Yes,,45.31780086,-75.60373936
509,Education,Education,Ottawa,école élémentaire publique Orléans Sud,Under construction,September 2026,Construction of new school,"New facility to accommodate 354 underserved French-language students, including the construction of 49 child care spaces",Ottawa,East,MER BLEUE RD / JÉRÔME JODOIN DR,TBD,,"$10,701,982",,Yes,,,,,
